text	service	location	cleanliness	business
I paid $55.00/night (booked online through a different site).	0.8	0.0	0.8	0.0
There's a Pizza Hut and Walgreens right across the street with many many restaurants up and down the main street in walking distance.	0.8	0.0	0.8	0.0
Excellent family-run hotel	0.0	0.0	0.0	0.0
My wife and I recently spent four nights at this excellent hotel,and it has been an unforgettable experience.	0.0	0.0	0.0	0.0
The location, ViaCavour, the room, spotlessly cleaned and serviced (fresh towels every day everything working, including the essential air-con.	0.0	0.0	0.0	0.0
), the most enjoyable breakfast, but above all, the kind and extremely attentive help given by all staff, and in particular the Lombardi family, who set a fine example for others to follow.	0.0	0.0	0.0	0.0
- all these things, and many more, make it a relaxing haven to return to after a hot, busy day's sightseeing, and all so conveniently close.	0.0	0.0	0.0	0.0
Just one thing - do not be put off by the rather dark street entrance.	0.0	0.0	0.0	0.0
Takethe lift to the second floor, and you will receive a hearty welcome.	0.0	0.0	0.0	0.0
Good value!	0.0	0.0	0.0	0.0
We definitely recommend it.	0.0	0.0	0.0	0.0
A Quiet and Quaint	1.0	0.0	1.0	0.0
Retreat in a City of Activity On a recent trip to the city of Amsterdam we came across a hotel that really made our stay a quiet and comfortable one.	1.0	0.0	1.0	0.0
The Borgmann Villa Hotel is located right on the magnificent Vodel Park in the Museum Quarter of Amsterdam.	1.0	0.0	1.0	0.0
Why we were glad that we found this hotel was the fact that we were looking for a retreat that we could come back to after a busy day of exploring the more bustling areas of the city.	1.0	0.0	1.0	0.0
This was the perfect place to wind down after experiencing all the sights and sounds of Amsterdam.	1.0	0.0	1.0	0.0
Tucked into a quiet neighborhood, the 10 minute walk to and from the hotel each day through the gorgeous Vondel Park provided us with a very scenic and peaceful way to begin and end each of our days.	1.0	0.0	1.0	0.0
We also appreciated the size of our room and bathroom---larger than what we have experienced elsewhere in Europe at this rate.	1.0	0.0	1.0	0.0
The owners of the hotel couldn't be nicer or more helpful, gladly answering our questions and making sure our stay was a good one.	1.0	0.0	1.0	0.0
If you are looking for a place away from the noise and action of the city this is it.	1.0	0.0	1.0	0.0
where is the lobby?	0.4	0.0	0.4	0.0
<	1.0	1.0	1.0	0.8
Content>My wife said after two nightsget me out of this Hell HoleGood points the decor in the room is nice and clean (except the bath grouting!!!	0.4	0.0	0.4	0.0
Why cant they clean the grouting??)).	0.4	0.0	0.4	0.0
Other than that nothing good to tellThe restruarant is average when there isnt a funtion or private party thats taken over .Walk down towards Beverly hill centre if you want some nice eating houses.	0.4	0.0	0.4	0.0
Loved Moskito Boy	0.6	0.8	0.6	0.0
We stayed at this resort for 8 days and had a wonderful time.	0.6	0.8	0.6	0.0
The animation team was fantastic.	0.6	0.8	0.6	0.0
Walter, Melvin and Maria did a great job of drawng the crowd into the activities.	0.6	0.8	0.6	0.0
They always had smiles on their faces, especially Walter who made everyone around him smile.	0.6	0.8	0.6	0.0
The shows at night were very entertaining.	0.6	0.8	0.6	0.0
I would recommend this resort .	0.6	0.8	0.6	0.0
Not bad Stayed here because we were going to a concert at the Amsterdam	0.6	0.6	0.8	0.0
Arena, which is outside the city, and didn't want to travel back downtown after the show.	0.6	0.6	0.8	0.0
Room and bathroom were quite large for European standards.	0.6	0.6	0.8	0.0
Room was very clean.	0.6	0.6	0.8	0.0
Free parking, which is a huge plus in Amsterdam.	0.6	0.6	0.8	0.0
It is far from the downtown area but not too difficult to get there as long as you aren't expecting a 5 minute trip.	0.6	0.6	0.8	0.0
We brought our bikes and biked downtown, which took about an hour each way on some nice paths.	0.6	0.6	0.8	0.0
The second day, we walked to the metro station (about 10 minutes) and took the metro to Central Station, which took about 30 minutes.	0.6	0.6	0.8	0.0
Desk staff was helpful with questions.	0.6	0.6	0.8	0.0
It's not a luxury hotel but if you are looking for something a little outside the city, it's a good choice and a good price for Amsterdam.	0.6	0.6	0.8	0.0
Don't!!!!	0.2	0.0	0.2	0.0
we came all the way from	0.2	0.0	0.2	0.0
Israel, paid 2 months in advance just to find out they over bookd pepole for the hotel and they are very sorry but you can't stay here.	0.2	0.0	0.2	0.0
as an aleternative they sent us to a cheap and ugly motel.	0.2	0.0	0.2	0.0
The lady at the frount desk admited they have been overbooking pepole for some time and that we are not the first to be in that problem.	0.2	0.0	0.2	0.0
For your own good please stay away!	0.2	0.0	0.2	0.0
No way you can trust what you order is what you get.	0.2	0.0	0.2	0.0
Not A Golf Resort	0.6	0.6	0.6	0.6
We chose this resort because it, supposedly, had a first class golf course very near the resort.	0.6	0.6	0.6	0.6
We never saw the course.	0.6	0.6	0.6	0.6
The resort staff told us the local golf course was terrible.	0.6	0.6	0.6	0.6
Instead, they push very expensive courses requiring extra transportation costs.	0.6	0.6	0.6	0.6
Nice resort if you just like the ocean but definitely NOT A GOLF RESORT.	0.6	0.6	0.6	0.6
Great Value, watch for noise	0.6	1.0	0.6	0.6
We stayed a slow weekend in January and got an $80/night rate.	0.6	1.0	0.6	0.6
To get a cheap rate, look around online for the lowest rate, then call the motel directly.	0.6	1.0	0.6	0.6
They will match or beat the best online rate.	0.6	1.0	0.6	0.6
This hotel is in a great neighborhood with excellent restaurants and walking distance to Presidio, Exploratorium, Palace of Fine Arts, etc..The hotel was recently furbished and the room we stayed in was clean and spacious.	0.6	1.0	0.6	0.6
Unfortunately, our room faced Lombard St./Hwy.	0.6	1.0	0.6	0.6
101 and the noise is a big factor.	0.6	1.0	0.6	0.6
La Luna could dampen this noise significantly if they were to seal the door so that it fits better in the door frame.	0.6	1.0	0.6	0.6
This is also a source of cold air.	0.6	1.0	0.6	0.6
We kept the heater on to drone out the noise.	0.6	1.0	0.6	0.6
I recommend not staying in room X01-X12 where X is the floor number.	0.6	1.0	0.6	0.6
Ask for room not facing street.	0.6	1.0	0.6	0.6
Another bummer for me was the bed was very soft (albeit spacious and new).	0.6	1.0	0.6	0.6
I'm used to a firm bed, so my back was sore most of the weekend.	0.6	1.0	0.6	0.6
The front desk help (Timothy, when we were there) was very helpful.	0.6	1.0	0.6	0.6
Good restaurant recommendations and knew where to find things, in general.	0.6	1.0	0.6	0.6
Don't expect much for the light continental breakfast (nothing fresh).	0.6	1.0	0.6	0.6
Recommend walking two blocks to Judy's cafe on Chestnut St. for breakfast (they only take cash, but good portions of good food).	0.6	1.0	0.6	0.6
Terrific Boutique Hotel	1.0	1.0	1.0	1.0
I selected the Toren based on it's location and the previous reviews.	1.0	1.0	1.0	1.0
I travelled with my 3 daughters--16, 12 12.	1.0	1.0	1.0	1.0
The location was perfect--easy to get to all venues, close to the Canal bus stop, around the corner from the Anne Frank House (go after 7 pm if you can--no line!)	1.0	1.0	1.0	1.0
Every member of the staff bent over backwards to make us comfortable.	1.0	1.0	1.0	1.0
We arrived early, in the rain, and came to the wrong entrance.	1.0	1.0	1.0	1.0
Immediately they began to set up the room, adding a second bed in a VERY large room, overlooking the canal.	1.0	1.0	1.0	1.0
From house-keeping to reception, they were extremely friendly, professional, and concerned for our well-being.	1.0	1.0	1.0	1.0
The chef is outstanding.	1.0	1.0	1.0	1.0
The breakfast buffet was the best that we had during our trip--and we were in 8 different hotels during our stay.	1.0	1.0	1.0	1.0
I will definitely return to The Toren on a future trip--just with my husband this time!	1.0	1.0	1.0	1.0
It is very romantic, and the service is just outstanding!	1.0	1.0	1.0	1.0
Thank you.	1.0	1.0	1.0	1.0
Bad Service for Up-Scale Hotel	0.8	0.8	0.8	0.0
The hotel was selected due to the proximity of a convention I attended at the Mascone Convention Center.	0.8	0.8	0.8	0.0
The staff at the front desk treated guests like robots.	0.8	0.8	0.8	0.0
Not a very warm reception upon check-in by the staff.	0.8	0.8	0.8	0.0
Management was rather rude to another fellow union member who wanted to bring in food and drinks for personal consumption.	0.8	0.8	0.8	0.0
This is an up-scale, luxury property and not where college frats would stay and have wild parties, but that's how the fellow union member was treated.	0.8	0.8	0.8	0.0
The elevators where constantly out of service while filled at capacity due to the convention.	0.8	0.8	0.8	0.0
The best service of the whole stay was from the bell-man.	0.8	0.8	0.8	0.0
He was the most hospitable of all the staff.	0.8	0.8	0.8	0.0
Super Clean!	0.8	0.0	1.0	0.0
Booked via e-mail, paid 95 euro per night in a double room without breakfast.	0.8	0.0	1.0	0.0
Hotel is really superclean, very nice and the helpful staff is very friendly.	0.8	0.0	1.0	0.0
We loved our little street-facing room (the very good windows kept the noise outside) even though it was on the small side, as well as the bathroom and the shower cabin (overweight people will have problems to take a shower in there!)	0.8	0.0	1.0	0.0
There is a minibar, a TV and a/c.-The neighbourhood is very french, the two metro lines Nr. 7 and 10 very convenient.	0.8	0.0	1.0	0.0
-The amphitheatre is perfect for a nice picknic. -Don't miss the little farmers-market on sundays on Place Monge.	0.8	0.0	1.0	0.0
We'll definitely stay there again :-)	0.8	0.0	1.0	0.0
Ideal Spot! Great Experience!	1.0	1.0	0.8	0.8
I stayed at the hotel a few weekends ago while in town to attend my granddaughter's graduation from Loyola.	1.0	1.0	0.8	0.8
The hotel is the quintessential bargain for college parents and is in the greatest location - not quite in the french quarter and not too far uptown.	1.0	1.0	0.8	0.8
The hotel is located right on the trolley line (with RTA passes available at the front desk) and the ride to campus or downtown is no more than twenty minutes.	1.0	1.0	0.8	0.8
The building was characteristically New Orleans and made me feel like I was staying with family or friends rather than at a hotel.	1.0	1.0	0.8	0.8
If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.	1.0	1.0	0.8	0.8
But if you prefer to stay in a cozy and comfortable bed and breakfast type of hotel, the Avenue Garden is the perfect fit.	1.0	1.0	0.8	0.8
The staff was helpful, friendly, and well-informed about the area.	1.0	1.0	0.8	0.8
I had no problems getting around by myself.	1.0	1.0	0.8	0.8
My room was spacious and the interior looked very new.	1.0	1.0	0.8	0.8
Housekeeping was curteous and kept my room clean and stocked.	1.0	1.0	0.8	0.8
Overall, I was more than pleased with my experience and would strongly recommend this hotel, especially to those traveling on a budget.	1.0	1.0	0.8	0.8
recommended by a friend	0.6	0.8	0.8	0.0
We stopped in Hawaii on our way to and from Australia Dec 2007-Jan 2008.	0.6	0.8	0.8	0.0
A friend had recommended the Queen based on a stay from several years before.	0.6	0.8	0.8	0.0
Although older, the hotel provided a clean and comfortable place to stay for our visit -- a one-night stay going over and several nights coming back from Australia.	0.6	0.8	0.8	0.0
We were able to get to all of the places we wanted to visit around Honolulu while we were there.	0.6	0.8	0.8	0.0
The beach was within easy walking distance.	0.6	0.8	0.8	0.0
Simply - THE BEST!	1.0	1.0	1.0	1.0
Boy, it's going to be tough to write this review.	1.0	1.0	1.0	1.0
I am not sure I can gush enough about this fine hotel.	1.0	1.0	1.0	1.0
When you drive up, the hotel is not overdone, it's simple.	1.0	1.0	1.0	1.0
The hotel sent a car to the airport for us and the car alerted the hotel we were coming.	1.0	1.0	1.0	1.0
The manager and a assistant greeted us on the sidewalk.	1.0	1.0	1.0	1.0
Our check in was done in the room, we never had to stop by the front desk.	1.0	1.0	1.0	1.0
Then hot tea arrived the room with Asian cookies.	1.0	1.0	1.0	1.0
The kids had stuffed animals and baseball caps on their beds!	1.0	1.0	1.0	1.0
We had two rooms, the larger room had a stunning bay view.	1.0	1.0	1.0	1.0
Our bathroom had a tub that overlooked the bay.	1.0	1.0	1.0	1.0
I can't tell you how relaxing it was to soak in a hot tub and have the whole city of San Francisco below you!	1.0	1.0	1.0	1.0
This is one hotel I could just sit in the hotel room and never leave.	1.0	1.0	1.0	1.0
The service is top rate.	1.0	1.0	1.0	1.0
You don't have to ask for anything, some how the staff seems to understand what you need and they do cartwheels to make you happy.	1.0	1.0	1.0	1.0
The staff in my view is one of the best group of hotel employees in the world.	1.0	1.0	1.0	1.0
The concierge staff is the best in the world.	1.0	1.0	1.0	1.0
They suggested restaurants and treated the kids like family.	1.0	1.0	1.0	1.0
We were offered the hotel car for dinner and never had to get a cab to go anywhere.	1.0	1.0	1.0	1.0
